Ref_Date,GEO,SEX,Weight_class,Weight_low,Weight_high,Weight_mid,Value
2001,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,14
2002,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,18
2003,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,12
2004,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,11
2005,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,15
2006,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,4
2007,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,12
2008,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,12
2009,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,14
2010,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,12
2011,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,14
2012,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,11
2013,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,12
2014,Nova Scotia,Males,1250 to 1499 grams,1250,2,626,9
2000,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,16
2001,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,18
2002,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,11
2003,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,24
2004,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,17
2005,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,25
2006,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,18
2007,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,20
2008,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,24
2009,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,21
2010,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,22
2011,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,18
2012,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,18
2013,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,21
2014,Nova Scotia,Males,1500 to 1749 grams,1500,3,751.5,22
2000,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,27
2001,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,31
2002,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,34
2003,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,31
2004,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,29
2005,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,39
2006,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,25
2007,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,29
2008,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,34
2009,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,38
2010,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,29
2011,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,24
2012,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,31
2013,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,33
2014,Nova Scotia,Males,1750 to 1999 grams,1750,4,877,25
2000,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,51
2001,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,53
2002,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,44
2003,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,53
2004,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,41
2005,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,51
2006,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,61
2007,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,47
2008,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,54
2009,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,56
2010,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,48
2011,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,52
2012,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,56
2013,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,63
2014,Nova Scotia,Males,2000 to 2249 grams,2000,5,1002.5,69
2000,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,81
2001,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,99
2002,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,95
2003,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,92
2004,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,90
2005,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,89
2006,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,113
2007,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,110
2008,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,88
2009,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,103
2010,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,107
2011,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,118
2012,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,111
2013,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,111
2014,Nova Scotia,Males,2250 to 2499 grams,2250,6,1128,96
2000,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,165
2001,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,180
2002,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,151
2003,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,171
2004,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,165
2005,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,195
2006,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,190
2007,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,168
2008,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,186
2009,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,181
2010,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,168
2011,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,184
2012,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,166
2013,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,176
2014,Nova Scotia,Males,2500 to 2749 grams,2500,7,1253.5,189
2000,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,323
2001,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,302
2002,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,308
2003,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,330
2004,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,319
2005,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,301
2006,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,344
2007,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,350
2008,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,369
2009,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,402
2010,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,377
2011,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,373
2012,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,381
2013,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,391
2014,Nova Scotia,Males,2750 to 2999 grams,2750,8,1379,387
2000,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,589
2001,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,611
2002,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,541
2003,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,617
2004,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,564
2005,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,572
2006,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,566
2007,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,618
2008,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,609
2009,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,651
2010,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,680
2011,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,661
2012,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,576
2013,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,594
2014,Nova Scotia,Males,3000 to 3249 grams,3000,9,1504.5,636
2000,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,802
2001,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,763
2002,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,786
2003,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,824
2004,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,783
2005,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,853
2006,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,797
2007,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,843
2008,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,883
2009,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,887
2010,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,877
2011,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,865
2012,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,894
2013,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,806
2014,Nova Scotia,Males,3250 to 3499 grams,3250,10,1630,890
2000,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,909
2001,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,856
2002,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,855
2003,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,818
2004,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,805
2005,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,869
2006,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,821
2007,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,887
2008,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,841
2009,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,841
2010,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,863
2011,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,847
2012,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,824
2013,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,813
2014,Nova Scotia,Males,3500 to 3749 grams,3500,11,1755.5,779
2000,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,723
2001,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,715
2002,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,722
2003,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,697
2004,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,703
2005,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,648
2006,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,648
2007,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,715
2008,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,723
2009,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,683
2010,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,650
2011,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,636
2012,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,710
2013,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,608
2014,Nova Scotia,Males,3750 to 3999 grams,3750,12,1881,603
2000,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,460
2001,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,456
2002,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,396
2003,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,388
2004,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,370
2005,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,382
2006,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,353
2007,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,363
2008,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,432
2009,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,379
2010,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,357
2011,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,366
2012,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,353
2013,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,368
2014,Nova Scotia,Males,4000 to 4249 grams,4000,13,2006.5,309
2000,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,256
2001,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,264
2002,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,243
2003,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,211
2004,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,234
2005,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,227
2006,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,225
2007,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,219
2008,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,275
2009,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,242
2010,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,200
2011,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,207
2012,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,199
2013,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,189
2014,Nova Scotia,Males,4250 to 4499 grams,4250,14,2132,192
2000,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,92
2001,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,117
2002,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,109
2003,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,109
2004,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,105
2005,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,95
2006,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,114
2007,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,105
2008,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,96
2009,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,77
2010,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,72
2011,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,79
2012,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,93
2013,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,90
2014,Nova Scotia,Males,4500 to 4749 grams,4500,15,2257.5,76
2000,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,56
2001,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,40
2002,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,38
2003,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,46
2004,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,38
2005,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,37
2006,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,44
2007,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,25
2008,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,31
2009,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,40
2010,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,23
2011,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,31
2012,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,32
2013,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,22
2014,Nova Scotia,Males,4750 to 4999 grams,4750,16,2383,34
2000,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,13
2001,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,14
2002,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,23
2003,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,10
2004,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,17
2005,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,12
2006,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,17
2007,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,15
2008,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,7
2009,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,6
2010,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,10
2011,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,9
2012,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,9
2013,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,13
2014,Nova Scotia,Males,5000 to 5249 grams,5000,18,2509,8
2000,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,8
2001,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,4
2002,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,4
2003,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,5
2004,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,7
2005,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,3
2006,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,4
2007,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,6
2008,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,3
2009,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,3
2010,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,3
2011,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,2
2012,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,5
2013,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,8
2014,Nova Scotia,Males,5250 to 5499 grams,5250,19,2634.5,5
2000,Nova Scotia,Males,5500 grams or more,5500,22,2761,7
2001,Nova Scotia,Males,5500 grams or more,5500,22,2761,3
2002,Nova Scotia,Males,5500 grams or more,5500,22,2761,5
2003,Nova Scotia,Males,5500 grams or more,5500,22,2761,0
2004,Nova Scotia,Males,5500 grams or more,5500,22,2761,4
2005,Nova Scotia,Males,5500 grams or more,5500,22,2761,1
2006,Nova Scotia,Males,5500 grams or more,5500,22,2761,2
2007,Nova Scotia,Males,5500 grams or more,5500,22,2761,2
2008,Nova Scotia,Males,5500 grams or more,5500,22,2761,2
2009,Nova Scotia,Males,5500 grams or more,5500,22,2761,3
2010,Nova Scotia,Males,5500 grams or more,5500,22,2761,2
2011,Nova Scotia,Males,5500 grams or more,5500,22,2761,0
2012,Nova Scotia,Males,5500 grams or more,5500,22,2761,1
2013,Nova Scotia,Males,5500 grams or more,5500,22,2761,1
2014,Nova Scotia,Males,5500 grams or more,5500,22,2761,2
2000,Nova Scotia,Females,less than 500 grams,0,17,8.5,6
2001,Nova Scotia,Females,less than 500 grams,0,17,8.5,8
2002,Nova Scotia,Females,less than 500 grams,0,17,8.5,1
2003,Nova Scotia,Females,less than 500 grams,0,17,8.5,4
2004,Nova Scotia,Females,less than 500 grams,0,17,8.5,5
2005,Nova Scotia,Females,less than 500 grams,0,17,8.5,7
2006,Nova Scotia,Females,less than 500 grams,0,17,8.5,4
2007,Nova Scotia,Females,less than 500 grams,0,17,8.5,1
2008,Nova Scotia,Females,less than 500 grams,0,17,8.5,5
2009,Nova Scotia,Females,less than 500 grams,0,17,8.5,0
2010,Nova Scotia,Females,less than 500 grams,0,17,8.5,13
2011,Nova Scotia,Females,less than 500 grams,0,17,8.5,6
2012,Nova Scotia,Females,less than 500 grams,0,17,8.5,11
2013,Nova Scotia,Females,less than 500 grams,0,17,8.5,7
2014,Nova Scotia,Females,less than 500 grams,0,17,8.5,4
2000,Nova Scotia,Females,500 to 749 grams,500,20,260,7
2001,Nova Scotia,Females,500 to 749 grams,500,20,260,5
2002,Nova Scotia,Females,500 to 749 grams,500,20,260,10
2003,Nova Scotia,Females,500 to 749 grams,500,20,260,4
2004,Nova Scotia,Females,500 to 749 grams,500,20,260,5
2005,Nova Scotia,Females,500 to 749 grams,500,20,260,4
2006,Nova Scotia,Females,500 to 749 grams,500,20,260,9
2007,Nova Scotia,Females,500 to 749 grams,500,20,260,8
2008,Nova Scotia,Females,500 to 749 grams,500,20,260,8
2009,Nova Scotia,Females,500 to 749 grams,500,20,260,9
2010,Nova Scotia,Females,500 to 749 grams,500,20,260,8
2011,Nova Scotia,Females,500 to 749 grams,500,20,260,6
2012,Nova Scotia,Females,500 to 749 grams,500,20,260,7
2013,Nova Scotia,Females,500 to 749 grams,500,20,260,7
2014,Nova Scotia,Females,500 to 749 grams,500,20,260,4
2000,Nova Scotia,Females,750 to 999 grams,750,21,385.5,12
2001,Nova Scotia,Females,750 to 999 grams,750,21,385.5,13
2002,Nova Scotia,Females,750 to 999 grams,750,21,385.5,6
2003,Nova Scotia,Females,750 to 999 grams,750,21,385.5,6
2004,Nova Scotia,Females,750 to 999 grams,750,21,385.5,10
2005,Nova Scotia,Females,750 to 999 grams,750,21,385.5,4
2006,Nova Scotia,Females,750 to 999 grams,750,21,385.5,9
2007,Nova Scotia,Females,750 to 999 grams,750,21,385.5,9
2008,Nova Scotia,Females,750 to 999 grams,750,21,385.5,11
2009,Nova Scotia,Females,750 to 999 grams,750,21,385.5,5
2010,Nova Scotia,Females,750 to 999 grams,750,21,385.5,6
2011,Nova Scotia,Females,750 to 999 grams,750,21,385.5,8
2012,Nova Scotia,Females,750 to 999 grams,750,21,385.5,12
2013,Nova Scotia,Females,750 to 999 grams,750,21,385.5,6
2014,Nova Scotia,Females,750 to 999 grams,750,21,385.5,8
2000,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,3
2001,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,7
2002,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,16
2003,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,12
2004,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,14
2005,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,9
2006,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,15
2007,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,9
2008,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,16
2009,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,14
2010,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,11
2011,Nova Scotia,Females,1000 to 1249 grams,1000,1,500.5,8
